time,open,high,low,close
2025-05-30T14:10:00+05:30,1415.7,1415.8,1413.4,1413.4
2025-05-30T14:15:00+05:30,1413.4,1415,1413.2,1415
2025-05-30T14:20:00+05:30,1414.9,1415,1414.8,1414.9
2025-05-30T14:25:00+05:30,1414.9,1415,1414.1,1414.4
2025-05-30T14:30:00+05:30,1414.7,1415.2,1414.4,1415.1
2025-05-30T14:35:00+05:30,1415.4,1415.5,1414.5,1414.8
2025-05-30T14:40:00+05:30,1414.5,1415.3,1414,1414.8
2025-05-30T14:45:00+05:30,1415.2,1415.3,1414.4,1414.6
2025-05-30T14:50:00+05:30,1414.7,1415.6,1414.1,1414.9
2025-05-30T14:55:00+05:30,1415,1417,1414,1416
2025-05-30T15:00:00+05:30,1416,1419.7,1416,1417.6
2025-05-30T15:05:00+05:30,1417.6,1427.6,1417.5,1427.5
2025-05-30T15:10:00+05:30,1427.5,1427.6,1421.3,1422.3
2025-05-30T15:15:00+05:30,1422.2,1422.2,1419.2,1419.3
2025-05-30T15:20:00+05:30,1419.3,1420.4,1417.8,1418.8
2025-05-30T15:25:00+05:30,1418.9,1420,1416.7,1417
2025-06-02T09:15:00+05:30,1414.4,1414.9,1397.2,1401.6
2025-06-02T09:20:00+05:30,1401.5,1402.5,1399.1,1400.3
2025-06-02T09:25:00+05:30,1400.2,1402.1,1397.5,1398.9
2025-06-02T09:30:00+05:30,1398.9,1398.9,1395.6,1397.7
2025-06-02T09:35:00+05:30,1397.9,1401.3,1397.7,1400.6
2025-06-02T09:40:00+05:30,1400.7,1401.4,1399.4,1400.5
2025-06-02T09:45:00+05:30,1400.5,1401.4,1398,1400.6
2025-06-02T09:50:00+05:30,1400.6,1401.7,1400,1400.6
2025-06-02T09:55:00+05:30,1400.6,1401.2,1399.5,1400.7
2025-06-02T10:00:00+05:30,1400.7,1400.7,1398.6,1399.5
2025-06-02T10:05:00+05:30,1399.5,1400.3,1399,1400.3
2025-06-02T10:10:00+05:30,1400.4,1400.9,1400,1400.2
2025-06-02T10:15:00+05:30,1400.2,1400.2,1398,1399.2
2025-06-02T10:20:00+05:30,1399,1401.1,1398.3,1401.1
2025-06-02T10:25:00+05:30,1401.1,1403.9,1401.1,1402
2025-06-02T10:30:00+05:30,1402,1404,1402,1403.7
2025-06-02T10:35:00+05:30,1403.7,1405.8,1403.7,1405.1
2025-06-02T10:40:00+05:30,1405.1,1405.2,1403.3,1404.8
2025-06-02T10:45:00+05:30,1404.8,1405.8,1403.9,1404.3
2025-06-02T10:50:00+05:30,1404.3,1404.3,1403,1403.4
2025-06-02T10:55:00+05:30,1403.3,1403.7,1402.2,1403.7
2025-06-02T11:00:00+05:30,1403.8,1404,1403,1404
2025-06-02T11:05:00+05:30,1404,1406.3,1403.9,1406
2025-06-02T11:10:00+05:30,1406,1406.3,1405.1,1405.3
2025-06-02T11:15:00+05:30,1405.4,1406.1,1405,1406.1
2025-06-02T11:20:00+05:30,1406.1,1408.3,1406,1407.6
2025-06-02T11:25:00+05:30,1407.4,1408,1407.1,1407.1
2025-06-02T11:30:00+05:30,1407.2,1407.4,1405.5,1407.4
2025-06-02T11:35:00+05:30,1407.5,1408.3,1406.4,1406.5
2025-06-02T11:40:00+05:30,1406.3,1407.6,1406.2,1407
2025-06-02T11:45:00+05:30,1407,1408.8,1406.5,1407.3
2025-06-02T11:50:00+05:30,1407.3,1408.2,1407.3,1408.2
2025-06-02T11:55:00+05:30,1408.3,1408.6,1408,1408.3
2025-06-02T12:00:00+05:30,1408.3,1410,1407.4,1409.3
2025-06-02T12:05:00+05:30,1409.3,1409.8,1408.5,1408.6
2025-06-02T12:10:00+05:30,1408.6,1408.8,1408.2,1408.8
2025-06-02T12:15:00+05:30,1408.9,1410.6,1408.9,1410.5
2025-06-02T12:20:00+05:30,1410.5,1411,1410,1410.3
2025-06-02T12:25:00+05:30,1410.3,1410.4,1409.5,1410
2025-06-02T12:30:00+05:30,1410.1,1414.6,1409.5,1414.6
2025-06-02T12:35:00+05:30,1414.8,1417.5,1414.6,1416.8
2025-06-02T12:40:00+05:30,1416.9,1416.9,1414.5,1415.6
2025-06-02T12:45:00+05:30,1415.6,1417,1415.3,1416.8
2025-06-02T12:50:00+05:30,1416.7,1416.8,1415.5,1415.9
2025-06-02T12:55:00+05:30,1416.3,1416.5,1411.3,1411.9
2025-06-02T13:00:00+05:30,1411.8,1414.8,1411.5,1413.5
2025-06-02T13:05:00+05:30,1413.5,1413.6,1412.3,1413.3
2025-06-02T13:10:00+05:30,1413.4,1413.9,1412.9,1413.5
2025-06-02T13:15:00+05:30,1413.4,1415,1413.2,1414.3
2025-06-02T13:20:00+05:30,1414.3,1415.6,1414,1415.4
2025-06-02T13:25:00+05:30,1415.4,1415.5,1413.6,1414
2025-06-02T13:30:00+05:30,1414,1414.8,1413.6,1413.8
2025-06-02T13:35:00+05:30,1413.8,1416.4,1413.5,1415.6
2025-06-02T13:40:00+05:30,1415.4,1416,1414,1415.4
2025-06-02T13:45:00+05:30,1415.6,1415.7,1414,1414.1
2025-06-02T13:50:00+05:30,1413.9,1414.1,1413.3,1413.8
2025-06-02T13:55:00+05:30,1413.8,1414.8,1413,1413.7
2025-06-02T14:00:00+05:30,1413.7,1413.7,1413,1413.5
2025-06-02T14:05:00+05:30,1413.5,1413.5,1411.4,1412
2025-06-02T14:10:00+05:30,1412,1412.6,1411.4,1412.3
2025-06-02T14:15:00+05:30,1412.3,1413,1411.4,1412.3
2025-06-02T14:20:00+05:30,1412,1412.3,1411.3,1411.8
2025-06-02T14:25:00+05:30,1411.8,1414,1411.7,1413.6
2025-06-02T14:30:00+05:30,1413.6,1413.8,1410.2,1410.6
2025-06-02T14:35:00+05:30,1410.6,1410.6,1409,1409.7
2025-06-02T14:40:00+05:30,1409.7,1410.5,1409.5,1409.8
2025-06-02T14:45:00+05:30,1409.8,1411,1409.3,1410.5
2025-06-02T14:50:00+05:30,1410.5,1411.7,1410.1,1411.4
2025-06-02T14:55:00+05:30,1411.5,1414,1410.7,1413.5
2025-06-02T15:00:00+05:30,1413.5,1416.9,1413.5,1414.9
2025-06-02T15:05:00+05:30,1414.8,1416,1414.8,1415.5
2025-06-02T15:10:00+05:30,1415.6,1415.7,1414,1414
2025-06-02T15:15:00+05:30,1413.9,1414.7,1412.1,1412.6
2025-06-02T15:20:00+05:30,1412.6,1413,1412,1412.3
2025-06-02T15:25:00+05:30,1412.4,1412.6,1411,1412.6
2025-06-03T09:15:00+05:30,1419.9,1426.5,1412.6,1414
2025-06-03T09:20:00+05:30,1413.4,1413.5,1409.3,1412
2025-06-03T09:25:00+05:30,1411.7,1414,1411.4,1411.9
2025-06-03T09:30:00+05:30,1411.2,1412.8,1408.5,1412.5
2025-06-03T09:35:00+05:30,1412.5,1417.1,1412,1416.6
2025-06-03T09:40:00+05:30,1416.5,1416.6,1414.1,1415
2025-06-03T09:45:00+05:30,1414.7,1416.4,1414.1,1416.3
2025-06-03T09:50:00+05:30,1416.2,1418.5,1414.7,1414.7
2025-06-03T09:55:00+05:30,1414.9,1415.9,1412.7,1413.9
2025-06-03T10:00:00+05:30,1413.6,1414.4,1412.9,1414.2
2025-06-03T10:05:00+05:30,1414.1,1415.7,1414,1414.7
2025-06-03T10:10:00+05:30,1414.6,1415.8,1413.7,1415.2
2025-06-03T10:15:00+05:30,1415.3,1418,1414.8,1417.9
2025-06-03T10:20:00+05:30,1418.3,1425.5,1418.3,1422.2
2025-06-03T10:25:00+05:30,1423.2,1424.3,1420.2,1420.7
2025-06-03T10:30:00+05:30,1420.8,1423.9,1420.8,1422.4
2025-06-03T10:35:00+05:30,1422.4,1422.4,1416.1,1416.8
2025-06-03T10:40:00+05:30,1416.8,1417,1414,1416
2025-06-03T10:45:00+05:30,1416.2,1417.6,1415.5,1417.5
2025-06-03T10:50:00+05:30,1417.7,1417.7,1416.3,1417.2
2025-06-03T10:55:00+05:30,1417.2,1417.3,1414.4,1414.7
2025-06-03T11:00:00+05:30,1414.7,1415.8,1414,1414.5
2025-06-03T11:05:00+05:30,1414.4,1414.5,1412.3,1412.3
2025-06-03T11:10:00+05:30,1412.3,1414.9,1411,1411.2
2025-06-03T11:15:00+05:30,1411.3,1413.2,1410,1412.8
2025-06-03T11:20:00+05:30,1413.2,1413.6,1411.9,1413.2
2025-06-03T11:25:00+05:30,1413.2,1415.2,1412.4,1415.1
2025-06-03T11:30:00+05:30,1415.2,1419.6,1414.8,1418.7
2025-06-03T11:35:00+05:30,1418.8,1419.2,1415.1,1415.7
2025-06-03T11:40:00+05:30,1415.7,1415.8,1413.2,1415.5
2025-06-03T11:45:00+05:30,1415.6,1416.4,1414.9,1416.3
2025-06-03T11:50:00+05:30,1416.3,1419.9,1416.1,1419.9
2025-06-03T11:55:00+05:30,1419.7,1420.5,1418.6,1419.6
2025-06-03T12:00:00+05:30,1419.6,1420.9,1418.4,1420.7
2025-06-03T12:05:00+05:30,1420.6,1420.7,1418.9,1419.6
2025-06-03T12:10:00+05:30,1419.7,1421.5,1419.4,1419.8
2025-06-03T12:15:00+05:30,1419.8,1420.3,1417.7,1419.7
2025-06-03T12:20:00+05:30,1419.7,1419.9,1416.7,1417.4
2025-06-03T12:25:00+05:30,1417.2,1418.5,1416.9,1417.9
2025-06-03T12:30:00+05:30,1417.9,1420,1417.8,1419.8
2025-06-03T12:35:00+05:30,1419.8,1421.9,1419.2,1420.8
2025-06-03T12:40:00+05:30,1420.8,1421,1419.6,1419.8
2025-06-03T12:45:00+05:30,1419.7,1419.8,1417.1,1417.4
2025-06-03T12:50:00+05:30,1417.4,1417.4,1410,1411.8
2025-06-03T12:55:00+05:30,1411.9,1412.2,1409.8,1411
2025-06-03T13:00:00+05:30,1411,1412.3,1410.3,1411.2
2025-06-03T13:05:00+05:30,1411.2,1411.2,1408.2,1409.7
2025-06-03T13:10:00+05:30,1409.5,1410.8,1409,1410.7
2025-06-03T13:15:00+05:30,1410.3,1410.6,1408.2,1409.2
2025-06-03T13:20:00+05:30,1409,1411.4,1408.5,1409.5
2025-06-03T13:25:00+05:30,1409,1410.4,1408.5,1409.8
